ID	Year	LocationAbbr	LocationDesc	Class	Topic	Indicator	Response	DataSource	Data_Value_Unit	Data_Value_Type	Data_Value	Data_Value_Footnote_Symbol	Data_Value_Footnote	Low_Confidence_Limit	High_Confidence_Limit	Sample_Size	Stratification	StratificationType	IndicatorId	LocationOrder	ParentStateDisplayOrder	FootnoteType	FootNoteSymbol	FootnoteText	URL	DatasourceAbbr	Agency
137651	2009	US	"All States, DC and Territories (median) **"	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.4	**	Median value reported with no confidence intervals			54	Overall	Overall	DIABETE2	1	1						
136902	2009	UW	All States and DC (median) **	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.3	**	Median value reported with no confidence intervals			51	Overall	Overall	DIABETE2	2	2						
132857	2009	AL	Alabama	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	12.3			11.2	13.3	1124	Overall	Overall	DIABETE2	3	3						
134398	2009	AK	Alaska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	5.8			4.6	7.1	175	Overall	Overall	DIABETE2	4	4						
137321	2009	AZ	Arizona	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.4			7.3	9.6	691	Overall	Overall	DIABETE2	5	5						
139660	2009	AR	Arkansas	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.1			9	11.2	579	Overall	Overall	DIABETE2	6	6						
142191	2009	CA	California	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.1			8.6	9.7	1871	Overall	Overall	DIABETE2	7	7						
144312	2009	CO	Colorado	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	5.8			5.3	6.3	937	Overall	Overall	DIABETE2	8	8						
146517	2009	CT	Connecticut	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	6.7			6	7.4	670	Overall	Overall	DIABETE2	9	9						
149310	2009	DE	Delaware	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.1			7.1	9.1	529	Overall	Overall	DIABETE2	10	10						
151884	2009	DC	District of Columbia	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.5			6.6	8.5	406	Overall	Overall	DIABETE2	11	11						
154677	2009	FL	Florida	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.7			9.7	11.7	1649	Overall	Overall	DIABETE2	12	12						
