ID	Year	LocationAbbr	LocationDesc	Class	Topic	Indicator	Response	DataSource	Data_Value_Unit	Data_Value_Type	Data_Value	Data_Value_Footnote_Symbol	Data_Value_Footnote	Low_Confidence_Limit	High_Confidence_Limit	Sample_Size	Stratification	StratificationType	IndicatorId	LocationOrder	ParentStateDisplayOrder	FootnoteType	FootNoteSymbol	FootnoteText	URL	DatasourceAbbr	Agency
2465348	2014	US	"All States, DC and Territories (median) **"	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.1					53	Overall	Overall	DIABETE3	1	1						
2465045	2014	UW	All States and DC (median) **	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10					51	Overall	Overall	DIABETE3	2	2						
2270611	2014	AL	Alabama	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	12.9			12.1	13.8	1528	Overall	Overall	DIABETE3	3	3						
2274774	2014	AK	Alaska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.4			6.4	8.4	403	Overall	Overall	DIABETE3	4	4						
2277812	2014	AZ	Arizona	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.1			9.4	10.7	2024	Overall	Overall	DIABETE3	5	5						
2282106	2014	AR	Arkansas	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	12.8			11.6	13.9	966	Overall	Overall	DIABETE3	6	6						
2286107	2014	CA	California	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.3			9.5	11.1	980	Overall	Overall	DIABETE3	7	7						
2289028	2014	CO	Colorado	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.3			6.8	7.8	1189	Overall	Overall	DIABETE3	8	8						
2293172	2014	CT	Connecticut	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.2			8.4	10	880	Overall	Overall	DIABETE3	9	9						
2297063	2014	DE	Delaware	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.1			9.9	12.2	653	Overall	Overall	DIABETE3	10	10						
2300389	2014	DC	District of Columbia	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.4			7.2	9.7	541	Overall	Overall	DIABETE3	11	11						
2303701	2014	FL	Florida	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.2			10.4	12	1357	Overall	Overall	DIABETE3	12	12						
2307872	2014	GA	Georgia	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.6			10.6	12.5	1048	Overall	Overall	DIABETE3	13	13						
2311273	2014	HI	Hawaii	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.8			8.8	10.7	775	Overall	Overall	DIABETE3	14	14						
2314666	2014	ID	Idaho	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.6			6.8	8.5	578	Overall	Overall	DIABETE3	15	15						
2318881	2014	IL	Illinois	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.1			9.1	11.1	625	Overall	Overall	DIABETE3	16	16						
2322345	2014	IN	Indiana	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.7			10	11.3	1653	Overall	Overall	DIABETE3	17	17						
2325642	2014	IA	Iowa	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.5			8.7	10.2	1000	Overall	Overall	DIABETE3	18	18						
2329924	2014	KS	Kansas	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.3			9.8	10.9	1768	Overall	Overall	DIABETE3	19	19						
2333127	2014	KY	Kentucky	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	12.5			11.6	13.4	2012	Overall	Overall	DIABETE3	20	20						
2336722	2014	LA	Louisiana	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.3			10.4	12.1	992	Overall	Overall	DIABETE3	21	21						
2340942	2014	ME	Maine	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.5			8.8	10.2	1086	Overall	Overall	DIABETE3	22	22						
2344242	2014	MD	Maryland	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.1			9.3	10.9	1781	Overall	Overall	DIABETE3	23	23						
2347644	2014	MA	Massachusetts	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.7			9	10.4	2053	Overall	Overall	DIABETE3	24	24						
2351981	2014	MI	Michigan	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.4			9.6	11.1	1127	Overall	Overall	DIABETE3	25	25						
2355475	2014	MN	Minnesota	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.1			7.7	8.6	1581	Overall	Overall	DIABETE3	26	26						
2359110	2014	MS	Mississippi	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	13			11.8	14.2	763	Overall	Overall	DIABETE3	27	27						
2363099	2014	MO	Missouri	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.1			10.1	12.1	1125	Overall	Overall	DIABETE3	28	28						
2366793	2014	MT	Montana	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.8			7.9	9.6	927	Overall	Overall	DIABETE3	29	29						
2369789	2014	NE	Nebraska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.2			8.6	9.7	2627	Overall	Overall	DIABETE3	30	30						
2373542	2014	NV	Nevada	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.6			8.3	10.9	456	Overall	Overall	DIABETE3	31	31						
2377949	2014	NH	New Hampshire	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.2			8.2	10.1	750	Overall	Overall	DIABETE3	32	32						
2381361	2014	NJ	New Jersey	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.7			9	10.4	1619	Overall	Overall	DIABETE3	33	33						
2385098	2014	NM	New Mexico	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.5			10.6	12.5	1207	Overall	Overall	DIABETE3	34	34						
2389017	2014	NY	New York	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10			9.2	10.9	842	Overall	Overall	DIABETE3	35	35						
2391739	2014	NC	North Carolina	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.8			10	11.6	980	Overall	Overall	DIABETE3	36	36						
2396211	2014	ND	North Dakota	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.6			7.8	9.5	870	Overall	Overall	DIABETE3	37	37						
2399899	2014	OH	Ohio	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.7			10.9	12.6	1751	Overall	Overall	DIABETE3	38	38						
2402639	2014	OK	Oklahoma	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	12			11.2	12.7	1322	Overall	Overall	DIABETE3	39	39						
2407144	2014	OR	Oregon	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9			8.1	9.8	638	Overall	Overall	DIABETE3	40	40						
2410975	2014	PA	Pennsylvania	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.2			10.5	11.9	1583	Overall	Overall	DIABETE3	41	41						
2413880	2014	RI	Rhode Island	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.5			8.6	10.3	807	Overall	Overall	DIABETE3	42	42						
2417633	2014	SC	South Carolina	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	12			11.3	12.7	1794	Overall	Overall	DIABETE3	43	43						
2421484	2014	SD	South Dakota	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.1			8	10.2	864	Overall	Overall	DIABETE3	44	44						
2425394	2014	TN	Tennessee	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	13			11.8	14.2	881	Overall	Overall	DIABETE3	45	45						
2429099	2014	TX	Texas	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11			10.2	11.8	2323	Overall	Overall	DIABETE3	46	46						
2432507	2014	UT	Utah	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.1			6.7	7.6	1304	Overall	Overall	DIABETE3	47	47						
2436197	2014	VT	Vermont	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.9			7.1	8.6	567	Overall	Overall	DIABETE3	48	48						
2439558	2014	VA	Virginia	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.7			9	10.4	1203	Overall	Overall	DIABETE3	49	49						
2443700	2014	WA	Washington	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.9			8.2	9.6	1167	Overall	Overall	DIABETE3	50	50						
2447226	2014	WV	West Virginia	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	14.1			13.1	15.1	1001	Overall	Overall	DIABETE3	51	51						
2450685	2014	WI	Wisconsin	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9			8.1	9.8	859	Overall	Overall	DIABETE3	52	52						
2454539	2014	WY	Wyoming	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.4			7.4	9.4	775	Overall	Overall	DIABETE3	53	53						
2458405	2014	GU	Guam	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.8			9.3	12.2	316	Overall	Overall	DIABETE3	56	56						
2462288	2014	PR	Puerto Rico	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	15.7			14.6	16.7	1197	Overall	Overall	DIABETE3	60	60						
