ID	Year	LocationAbbr	LocationDesc	Class	Topic	Indicator	Response	DataSource	Data_Value_Unit	Data_Value_Type	Data_Value	Data_Value_Footnote_Symbol	Data_Value_Footnote	Low_Confidence_Limit	High_Confidence_Limit	Sample_Size	Stratification	StratificationType	IndicatorId	LocationOrder	ParentStateDisplayOrder	FootnoteType	FootNoteSymbol	FootnoteText	URL	DatasourceAbbr	Agency
2921672	2016	US	"All States, DC and Territories (median) **"	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.5					54	Overall	Overall	DIABETE3	1	1						
2922015	2016	UW	All States and DC (median) **	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.5					51	Overall	Overall	DIABETE3	2	2						
2695920	2016	AL	Alabama	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	14.6			13.6	15.7	1252	Overall	Overall	DIABETE3	3	3						
2700385	2016	AK	Alaska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.5			6	8.9	301	Overall	Overall	DIABETE3	4	4						
2704179	2016	AZ	Arizona	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.8			10	11.7	1600	Overall	Overall	DIABETE3	5	5						
2708417	2016	AR	Arkansas	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	13.5			12.1	14.9	993	Overall	Overall	DIABETE3	6	6						
2713158	2016	CA	California	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.2			9.4	10.9	1210	Overall	Overall	DIABETE3	7	7						
2717216	2016	CO	Colorado	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	6.6			6.2	7.1	1363	Overall	Overall	DIABETE3	8	8						
2720616	2016	CT	Connecticut	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	9.8			9.1	10.5	1327	Overall	Overall	DIABETE3	9	9						
2725169	2016	DE	Delaware	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.6			9.5	11.8	570	Overall	Overall	DIABETE3	10	10						
2728780	2016	DC	District of Columbia	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	7.7			6.8	8.5	469	Overall	Overall	DIABETE3	11	11						
2733543	2016	FL	Florida	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.8			11.1	12.4	5749	Overall	Overall	DIABETE3	12	12						
2738122	2016	GA	Georgia	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	12.1			11.1	13.1	895	Overall	Overall	DIABETE3	13	13						
2741596	2016	HI	Hawaii	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.5			9.6	11.4	993	Overall	Overall	DIABETE3	14	14						
2746185	2016	ID	Idaho	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	8.9			8	9.9	647	Overall	Overall	DIABETE3	15	15						
2749778	2016	IL	Illinois	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	10.4			9.4	11.4	588	Overall	Overall	DIABETE3	16	16						
2754452	2016	IN	Indiana	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	BRFSS	%	Crude Prevalence	11.5			10.8	12.3	1785	Overall	Overall	DIABETE3	17	17						
