"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2068938";"2013";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.4";"";"";"14.1";"20.7";"242";"Less than $15,000";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2068942";"2013";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"19.1";"";"";"15.9";"22.3";"266";"$15,000-$24,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2068946";"2013";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.8";"";"";"10.3";"17.3";"123";"$25,000-$34,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2068950";"2013";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.3";"";"";"10.2";"16.3";"125";"$35,000-$49,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2068954";"2013";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.5";"";"";"7.0";"10.0";"198";"$50,000+";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2072307";"2013";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.7";"";"";"8.0";"17.4";"61";"Less than $15,000";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2072311";"2013";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"11.6";"";"";"6.7";"16.5";"65";"$15,000-$24,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2072315";"2013";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.5";"";"";"5.6";"13.4";"39";"$25,000-$34,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2072319";"2013";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.1";"";"";"5.0";"11.2";"43";"$35,000-$49,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2072323";"2013";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"5.0";"";"";"3.8";"6.1";"126";"$50,000+";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
