"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2695925";"2016";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.8";"";"";"15.6";"22.0";"209";"Less than $15,000";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2695926";"2016";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"19.9";"";"";"16.7";"23.2";"261";"$15,000-$24,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2695927";"2016";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.6";"";"";"12.0";"19.2";"118";"$25,000-$34,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2695928";"2016";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"11.2";"";"";"8.7";"13.7";"110";"$35,000-$49,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2695929";"2016";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.6";"";"";"9.2";"12.1";"288";"$50,000+";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2700390";"2016";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.6";"";"";"4.9";"16.3";"37";"Less than $15,000";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2700391";"2016";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.0";"";"";"5.1";"13.0";"47";"$15,000-$24,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2700392";"2016";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"*";"*";"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.";"";"";"32";"$25,000-$34,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2700393";"2016";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.9";"";"";"4.7";"13.1";"35";"$35,000-$49,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2700394";"2016";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"5.9";"";"";"3.8";"7.9";"116";"$50,000+";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2704184";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.4";"";"";"14.8";"22.1";"202";"Less than $15,000";"Household Income";"DIABETE3";"5";"5";"";"";"";"";"";""
"2704185";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.7";"";"";"10.1";"15.3";"273";"$15,000-$24,999";"Household Income";"DIABETE3";"5";"5";"";"";"";"";"";""
"2704186";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.4";"";"";"7.3";"11.5";"171";"$25,000-$34,999";"Household Income";"DIABETE3";"5";"5";"";"";"";"";"";""
"2704187";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.7";"";"";"8.6";"12.8";"206";"$35,000-$49,999";"Household Income";"DIABETE3";"5";"5";"";"";"";"";"";""
"2704188";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.4";"";"";"7.3";"9.5";"463";"$50,000+";"Household Income";"DIABETE3";"5";"5";"";"";"";"";"";""
