"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2270631";"2014";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.8";"";"";"15.8";"21.7";"299";"Less than $15,000";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2270635";"2014";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.3";"";"";"13.8";"18.7";"310";"$15,000-$24,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2270639";"2014";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.3";"";"";"9.7";"15.0";"152";"$25,000-$34,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2270643";"2014";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.8";"";"";"10.3";"15.3";"172";"$35,000-$49,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2270647";"2014";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.1";"";"";"7.8";"10.5";"275";"$50,000+";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2274794";"2014";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.9";"";"";"8.0";"17.9";"53";"Less than $15,000";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2274798";"2014";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.8";"";"";"5.6";"11.9";"65";"$15,000-$24,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2274802";"2014";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.8";"";"";"4.2";"9.4";"36";"$25,000-$34,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2274806";"2014";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.6";"";"";"4.0";"9.2";"46";"$35,000-$49,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2274810";"2014";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.1";"";"";"4.7";"7.4";"147";"$50,000+";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2277832";"2014";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.8";"";"";"11.2";"16.5";"275";"Less than $15,000";"Household Income";"DIABETE3";"5";"5";"";"";"";"";"";""
