"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2466348";"2015";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.7";"";"";"15.4";"21.9";"221";"Less than $15,000";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2466349";"2015";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"19.5";"";"";"16.7";"22.3";"313";"$15,000-$24,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2466350";"2015";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.7";"";"";"10.0";"15.4";"138";"$25,000-$34,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2466351";"2015";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.2";"";"";"10.6";"15.9";"152";"$35,000-$49,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2466352";"2015";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.1";"";"";"7.7";"10.4";"263";"$50,000+";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"2470762";"2015";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.7";"";"";"4.3";"15.1";"39";"Less than $15,000";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2470763";"2015";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.3";"";"";"7.4";"19.2";"55";"$15,000-$24,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2470764";"2015";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.0";"";"";"4.6";"15.5";"37";"$25,000-$34,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2470765";"2015";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"5.2";"";"";"2.8";"7.5";"34";"$35,000-$49,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"2470766";"2015";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"5.3";"";"";"4.1";"6.4";"138";"$50,000+";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
