"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"1774423";"2011";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.0";"";"";"14.9";"21.0";"276";"Less than $15,000";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"1774427";"2011";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"14.9";"";"";"12.4";"17.3";"266";"$15,000-$24,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"1774431";"2011";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.7";"";"";"12.2";"19.2";"136";"$25,000-$34,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"1774435";"2011";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.2";"";"";"8.0";"12.5";"122";"$35,000-$49,999";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"1774439";"2011";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.7";"";"";"5.5";"7.9";"177";"$50,000+";"Household Income";"DIABETE3";"3";"3";"";"";"";"";"";""
"1777126";"2011";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"14.1";"";"";"7.5";"20.7";"42";"Less than $15,000";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"1777130";"2011";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.2";"";"";"5.9";"18.6";"42";"$15,000-$24,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"1776537";"2011";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"7.3";"";"";"3.4";"11.1";"20";"$25,000-$34,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"1776541";"2011";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.5";"";"";"2.4";"6.6";"29";"$35,000-$49,999";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
"1776545";"2011";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.5";"";"";"4.6";"8.4";"110";"$50,000+";"Household Income";"DIABETE3";"4";"4";"";"";"";"";"";""
