"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"389195";"2007";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.9";"";"";"13.0";"18.8";"218";"Less than $15,000";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"389196";"2007";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.8";"";"";"10.4";"15.2";"207";"$15,000-$24,999";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"389197";"2007";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"11.7";"";"";"9.0";"14.4";"113";"$25,000-$34,999";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"389198";"2007";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.0";"";"";"5.8";"10.2";"96";"$35,000-$49,999";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"389199";"2007";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"7.3";"";"";"5.9";"8.7";"173";"$50,000+";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"392049";"2007";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.0";"";"";"4.5";"15.5";"24";"Less than $15,000";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"392050";"2007";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"11.7";"";"";"4.8";"18.6";"17";"$15,000-$24,999";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"392051";"2007";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.6";"";"";"1.9";"7.3";"16";"$25,000-$34,999";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"392052";"2007";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"5.9";"";"";"1.8";"10.0";"16";"$35,000-$49,999";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"392053";"2007";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.7";"";"";"2.9";"6.5";"57";"$50,000+";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"394928";"2007";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"14.4";"";"";"8.7";"20.1";"92";"Less than $15,000";"Household Income";"DIABETE2";"5";"5";"";"";"";"";"";""
"394929";"2007";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.1";"";"";"9.8";"20.4";"123";"$15,000-$24,999";"Household Income";"DIABETE2";"5";"5";"";"";"";"";"";""
"394930";"2007";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.6";"";"";"3.7";"9.5";"58";"$25,000-$34,999";"Household Income";"DIABETE2";"5";"5";"";"";"";"";"";""
"394931";"2007";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.7";"";"";"5.0";"12.4";"63";"$35,000-$49,999";"Household Income";"DIABETE2";"5";"5";"";"";"";"";"";""
"394932";"2007";"AZ";"Arizona";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.2";"";"";"4.2";"8.2";"105";"$50,000+";"Household Income";"DIABETE2";"5";"5";"";"";"";"";"";""
"396379";"2007";"AR";"Arkansas";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.2";"";"";"12.1";"18.3";"143";"Less than $15,000";"Household Income";"DIABETE2";"6";"6";"";"";"";"";"";""
"396380";"2007";"AR";"Arkansas";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"11.8";"";"";"9.3";"14.3";"132";"$15,000-$24,999";"Household Income";"DIABETE2";"6";"6";"";"";"";"";"";""
"396381";"2007";"AR";"Arkansas";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.6";"";"";"7.2";"12.0";"79";"$25,000-$34,999";"Household Income";"DIABETE2";"6";"6";"";"";"";"";"";""
"396382";"2007";"AR";"Arkansas";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.2";"";"";"7.7";"12.7";"88";"$35,000-$49,999";"Household Income";"DIABETE2";"6";"6";"";"";"";"";"";""
"396383";"2007";"AR";"Arkansas";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.1";"";"";"4.9";"7.3";"124";"$50,000+";"Household Income";"DIABETE2";"6";"6";"";"";"";"";"";""
"399816";"2007";"CA";"California";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"11.7";"";"";"9.2";"14.2";"119";"Less than $15,000";"Household Income";"DIABETE2";"7";"7";"";"";"";"";"";""
"399817";"2007";"CA";"California";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.8";"";"";"8.1";"13.5";"87";"$15,000-$24,999";"Household Income";"DIABETE2";"7";"7";"";"";"";"";"";""
"399818";"2007";"CA";"California";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"7.6";"";"";"5.1";"10.1";"58";"$25,000-$34,999";"Household Income";"DIABETE2";"7";"7";"";"";"";"";"";""
"399819";"2007";"CA";"California";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.8";"";"";"4.6";"9.0";"62";"$35,000-$49,999";"Household Income";"DIABETE2";"7";"7";"";"";"";"";"";""
"399820";"2007";"CA";"California";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"5.1";"";"";"4.1";"6.1";"170";"$50,000+";"Household Income";"DIABETE2";"7";"7";"";"";"";"";"";""
"401352";"2007";"CO";"Colorado";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.8";"";"";"7.4";"12.2";"108";"Less than $15,000";"Household Income";"DIABETE2";"8";"8";"";"";"";"";"";""
"401353";"2007";"CO";"Colorado";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"8.5";"";"";"6.7";"10.3";"144";"$15,000-$24,999";"Household Income";"DIABETE2";"8";"8";"";"";"";"";"";""
"401354";"2007";"CO";"Colorado";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.5";"";"";"4.9";"8.1";"95";"$25,000-$34,999";"Household Income";"DIABETE2";"8";"8";"";"";"";"";"";""
"401355";"2007";"CO";"Colorado";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.3";"";"";"4.9";"7.7";"124";"$35,000-$49,999";"Household Income";"DIABETE2";"8";"8";"";"";"";"";"";""
"401356";"2007";"CO";"Colorado";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.4";"";"";"2.8";"4.0";"228";"$50,000+";"Household Income";"DIABETE2";"8";"8";"";"";"";"";"";""
"403586";"2007";"CT";"Connecticut";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.8";"";"";"11.3";"20.3";"99";"Less than $15,000";"Household Income";"DIABETE2";"9";"9";"";"";"";"";"";""
"403587";"2007";"CT";"Connecticut";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.2";"";"";"10.5";"15.9";"137";"$15,000-$24,999";"Household Income";"DIABETE2";"9";"9";"";"";"";"";"";""
"403588";"2007";"CT";"Connecticut";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.2";"";"";"7.5";"12.9";"79";"$25,000-$34,999";"Household Income";"DIABETE2";"9";"9";"";"";"";"";"";""
"403589";"2007";"CT";"Connecticut";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.7";"";"";"6.8";"12.6";"89";"$35,000-$49,999";"Household Income";"DIABETE2";"9";"9";"";"";"";"";"";""
"403590";"2007";"CT";"Connecticut";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"5.1";"";"";"4.1";"6.1";"208";"$50,000+";"Household Income";"DIABETE2";"9";"9";"";"";"";"";"";""
