"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"996";"2010";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"20.4";"";"";"17.1";"23.8";"250";"Less than $15,000";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"997";"2010";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.3";"";"";"14.7";"19.9";"289";"$15,000-$24,999";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"998";"2010";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.3";"";"";"9.5";"15.1";"134";"$25,000-$34,999";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"999";"2010";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.5";"";"";"6.6";"12.3";"106";"$35,000-$49,999";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"1000";"2010";"AL";"Alabama";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"9.8";"";"";"8.0";"11.5";"208";"$50,000+";"Household Income";"DIABETE2";"3";"3";"";"";"";"";"";""
"2420";"2010";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"12.2";"";"";"5.6";"18.7";"21";"Less than $15,000";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"2421";"2010";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"10.0";"";"";"4.1";"15.8";"22";"$15,000-$24,999";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"2422";"2010";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.5";"";"";"1.2";"7.8";"11";"$25,000-$34,999";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"2423";"2010";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"6.3";"";"";"1.6";"11.0";"14";"$35,000-$49,999";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
"2424";"2010";"AK";"Alaska";"Chronic Health Indicators";"Diabetes";"Have you ever been told by a doctor that you have diabetes?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.9";"";"";"2.2";"5.5";"46";"$50,000+";"Household Income";"DIABETE2";"4";"4";"";"";"";"";"";""
